trade_id,account_id,symbol,price,quantity,side,timestamp
357,ACC_4,AAPL,105.99,94,SELL,2026-02-09 11:08:09.503262
358,ACC_19,TSLA,105.62,57,BUY,2026-02-09 03:14:09.503266
359,ACC_10,AAPL,94.08,37,SELL,2026-02-09 04:12:09.503272
360,ACC_11,AAPL,107.19,17,BUY,2026-02-10 05:14:09.503276
361,ACC_14,TSLA,95.23,51,SELL,2026-02-07 22:14:09.503281
362,ACC_4,AAPL,94.72,83,BUY,2026-02-12 05:12:09.503286
363,ACC_15,AAPL,100.3,7,BUY,2026-02-11 03:12:09.503290
364,ACC_9,MSFT,92.71,41,SELL,2026-02-14 10:53:09.503295
365,ACC_18,TSLA,96.09,31,BUY,2026-02-09 18:05:09.503299
366,ACC_12,MSFT,103.0,25,SELL,2026-02-13 23:12:09.503304
367,ACC_16,AAPL,103.85,71,SELL,2026-02-12 02:05:09.503310
368,ACC_13,MSFT,97.7,6,BUY,2026-02-11 06:32:09.503314
369,ACC_7,AAPL,101.52,39,BUY,2026-02-07 18:14:09.503319
370,ACC_11,AAPL,99.75,98,SELL,2026-02-10 12:51:09.503324
371,ACC_0,TSLA,101.62,77,BUY,2026-02-11 00:26:09.503329
372,ACC_18,AAPL,104.07,100,SELL,2026-02-10 10:57:09.503334
373,ACC_16,TSLA,109.89,91,BUY,2026-02-12 17:56:09.503339
374,ACC_19,TSLA,92.19,3,BUY,2026-02-14 07:38:09.503343
375,ACC_11,AAPL,107.93,3,SELL,2026-02-10 11:09:09.503348
376,ACC_9,TSLA,87.71,11,BUY,2026-02-11 11:58:09.503352
377,ACC_7,TSLA,99.58,64,SELL,2026-02-08 11:42:09.503357
378,ACC_12,AAPL,101.39,1972,SELL,2026-02-08 11:53:09.503362
379,ACC_9,TSLA,97.51,10,BUY,2026-02-12 00:29:09.503367
380,ACC_9,TSLA,91.43,98,SELL,2026-02-12 17:30:09.503371
381,ACC_16,AAPL,98.59,8,BUY,2026-02-13 17:09:09.503376
382,ACC_15,AMZN,84.94,21,SELL,2026-02-14 03:29:09.503380
383,ACC_1,MSFT,94.98,8,BUY,2026-02-11 05:54:09.503385
384,ACC_17,AAPL,98.96,52,SELL,2026-02-10 00:43:09.503389
385,ACC_14,TSLA,98.1,57,BUY,2026-02-08 17:40:09.503395
386,ACC_2,TSLA,98.53,43,SELL,2026-02-12 15:52:09.503401
387,ACC_6,TSLA,100.54,82,SELL,2026-02-14 03:43:09.503406
388,ACC_13,MSFT,102.58,40,SELL,2026-02-10 13:31:09.503411
389,ACC_17,TSLA,102.71,1640,BUY,2026-02-10 06:25:09.503416
390,ACC_5,AMZN,99.79,16,BUY,2026-02-09 22:58:09.503420
391,ACC_6,MSFT,106.01,38,SELL,2026-02-09 02:53:09.503425
392,ACC_4,AMZN,97.47,89,BUY,2026-02-12 01:49:09.503429
393,ACC_14,AAPL,100.36,95,BUY,2026-02-07 17:43:09.503434
394,ACC_19,MSFT,108.66,3,SELL,2026-02-08 20:00:09.503438
395,ACC_10,MSFT,105.6,76,BUY,2026-02-09 20:50:09.503443
396,ACC_0,TSLA,97.48,30,SELL,2026-02-11 17:39:09.503448
397,ACC_13,AAPL,96.56,51,SELL,2026-02-07 19:02:09.503452
398,ACC_6,MSFT,97.57,35,BUY,2026-02-08 03:14:09.503457
399,ACC_19,AMZN,95.67,83,BUY,2026-02-14 13:29:09.503461
400,ACC_13,MSFT,101.64,91,SELL,2026-02-09 20:44:09.503465
401,ACC_13,AMZN,111.06,56,SELL,2026-02-14 02:27:09.503471
402,ACC_14,AAPL,90.61,77,BUY,2026-02-09 18:02:09.503476
403,ACC_1,MSFT,108.75,3,SELL,2026-02-07 17:52:09.503480
404,ACC_14,TSLA,95.3,43,SELL,2026-02-11 17:54:09.503485
405,ACC_9,AMZN,97.59,77,BUY,2026-02-10 05:26:09.503489
406,ACC_12,AAPL,99.21,87,BUY,2026-02-13 13:50:09.503497
407,ACC_18,MSFT,102.6,62,BUY,2026-02-08 19:58:09.503506
408,ACC_17,AMZN,98.68,87,SELL,2026-02-12 08:39:09.503514
409,ACC_5,MSFT,97.5,94,BUY,2026-02-11 06:18:09.503521
410,ACC_7,MSFT,94.25,63,BUY,2026-02-10 20:46:09.503529
411,ACC_8,MSFT,98.27,33,SELL,2026-02-08 13:07:09.503535
412,ACC_19,MSFT,95.88,77,BUY,2026-02-10 11:11:09.503539
413,ACC_8,TSLA,102.86,43,SELL,2026-02-08 13:45:09.503544
414,ACC_14,AMZN,99.8,8,BUY,2026-02-07 18:17:09.503549
415,ACC_5,MSFT,93.06,25,SELL,2026-02-09 21:18:09.503553
416,ACC_3,AAPL,100.22,29,SELL,2026-02-09 22:13:09.503558
417,ACC_3,AMZN,106.77,70,BUY,2026-02-08 03:51:09.503563
418,ACC_4,MSFT,100.52,74,BUY,2026-02-13 16:13:09.503567
419,ACC_1,AAPL,99.38,43,SELL,2026-02-12 10:38:09.503572
420,ACC_4,AMZN,96.58,14,SELL,2026-02-09 23:50:09.503576
421,ACC_0,MSFT,99.68,12,BUY,2026-02-09 15:46:09.503581
422,ACC_5,TSLA,106.76,87,BUY,2026-02-09 00:57:09.503585
423,ACC_14,MSFT,95.55,24,SELL,2026-02-12 15:50:09.503590
424,ACC_0,MSFT,93.35,37,SELL,2026-02-12 01:41:09.503594
425,ACC_4,MSFT,96.35,13,BUY,2026-02-09 12:08:09.503600
426,ACC_4,AAPL,106.94,44,BUY,2026-02-08 16:20:09.503605
427,ACC_16,TSLA,100.76,20,SELL,2026-02-12 22:49:09.503610
428,ACC_10,TSLA,104.85,88,BUY,2026-02-14 10:09:09.503614
429,ACC_6,AAPL,94.08,16,BUY,2026-02-10 01:41:09.503619
430,ACC_14,TSLA,94.09,98,BUY,2026-02-10 07:13:09.503623
431,ACC_2,AAPL,103.27,85,SELL,2026-02-09 10:04:09.503627
432,ACC_3,AAPL,98.43,75,BUY,2026-02-09 18:12:09.503632
433,ACC_0,AAPL,101.02,95,SELL,2026-02-14 04:48:09.503636
434,ACC_17,TSLA,103.33,1,BUY,2026-02-08 00:07:09.503641
435,ACC_16,AMZN,101.39,17,SELL,2026-02-11 03:51:09.503647
436,ACC_12,MSFT,88.42,86,SELL,2026-02-08 18:39:09.503651
437,ACC_10,AAPL,97.2,36,BUY,2026-02-09 03:32:09.503656
438,ACC_8,AAPL,92.91,88,BUY,2026-02-13 11:41:09.503660
439,ACC_19,AAPL,93.11,86,SELL,2026-02-13 20:47:09.503665
440,ACC_12,TSLA,96.54,54,SELL,2026-02-08 11:42:09.503669
441,ACC_11,MSFT,100.66,15,BUY,2026-02-09 12:16:09.503674
442,ACC_18,AMZN,94.73,24,BUY,2026-02-12 12:27:09.503678
443,ACC_12,AMZN,103.86,23,BUY,2026-02-09 12:25:09.503683
444,ACC_15,AAPL,92.96,11,BUY,2026-02-11 22:02:09.503688
445,ACC_10,AAPL,101.25,17,BUY,2026-02-13 14:56:09.503697
446,ACC_19,MSFT,104.87,57,SELL,2026-02-14 05:43:09.503702
447,ACC_2,TSLA,105.65,51,BUY,2026-02-10 19:36:09.503707
448,ACC_3,TSLA,97.63,27,BUY,2026-02-12 15:59:09.503712
449,ACC_18,AMZN,105.81,83,SELL,2026-02-11 01:38:09.503717
450,ACC_4,TSLA,98.89,32,SELL,2026-02-12 08:03:09.503721
451,ACC_12,AAPL,101.22,92,BUY,2026-02-13 03:17:09.503726
452,ACC_4,MSFT,103.34,66,SELL,2026-02-09 08:45:09.503730
453,ACC_7,AMZN,81.28,74,BUY,2026-02-10 09:54:09.503735
454,ACC_0,AMZN,107.06,42,BUY,2026-02-08 10:11:09.503739
455,ACC_15,AAPL,99.22,52,SELL,2026-02-10 04:06:09.503744
456,ACC_15,AAPL,94.12,16,SELL,2026-02-07 21:51:09.503749
457,ACC_16,TSLA,102.93,20,SELL,2026-02-12 01:26:09.503755
458,ACC_14,MSFT,106.4,11,SELL,2026-02-09 10:41:09.503759
459,ACC_9,AAPL,99.86,69,SELL,2026-02-12 07:43:09.503764
460,ACC_11,AAPL,90.98,83,SELL,2026-02-12 16:17:09.503768
461,ACC_0,AAPL,106.91,18,SELL,2026-02-13 02:13:09.503773
462,ACC_1,AAPL,100.34,1399,BUY,2026-02-13 12:10:09.503779
463,ACC_9,TSLA,109.73,22,BUY,2026-02-10 09:34:09.503783
464,ACC_14,TSLA,101.22,36,SELL,2026-02-08 08:12:09.503789
465,ACC_0,AAPL,99.57,20,BUY,2026-02-10 04:28:09.503793
466,ACC_17,AAPL,93.14,46,SELL,2026-02-09 18:16:09.503798
467,ACC_15,AAPL,98.79,1,BUY,2026-02-08 03:41:09.503803
468,ACC_12,MSFT,101.53,37,SELL,2026-02-08 15:14:09.503807
469,ACC_6,TSLA,99.46,37,BUY,2026-02-12 04:56:09.503812
470,ACC_6,TSLA,91.97,33,SELL,2026-02-14 09:11:09.503816
471,ACC_9,TSLA,96.06,64,SELL,2026-02-09 07:46:09.503821
472,ACC_7,AMZN,101.2,14,BUY,2026-02-12 00:42:09.503825
473,ACC_15,AAPL,92.75,11,BUY,2026-02-12 10:28:09.503830
474,ACC_2,AAPL,104.13,51,SELL,2026-02-12 11:29:09.503835
475,ACC_6,AAPL,113.32,36,SELL,2026-02-13 12:57:09.503839
476,ACC_19,MSFT,99.95,85,SELL,2026-02-10 12:46:09.503844
477,ACC_0,AAPL,104.85,96,BUY,2026-02-09 13:14:09.503848
478,ACC_7,TSLA,100.21,26,SELL,2026-02-14 10:01:09.503853
479,ACC_0,TSLA,97.73,65,SELL,2026-02-10 15:44:09.503858
480,ACC_10,TSLA,96.42,1030,SELL,2026-02-08 00:30:09.503863
481,ACC_8,AAPL,100.17,66,SELL,2026-02-10 03:14:09.503867
482,ACC_10,AAPL,108.67,23,BUY,2026-02-10 12:21:09.503872
483,ACC_11,TSLA,102.64,8,SELL,2026-02-07 19:52:09.503876
484,ACC_15,MSFT,99.75,82,BUY,2026-02-12 05:11:09.503882
485,ACC_4,MSFT,101.43,45,BUY,2026-02-09 16:24:09.503887
486,ACC_19,AMZN,99.65,64,BUY,2026-02-10 01:28:09.503892
487,ACC_5,AMZN,103.05,74,BUY,2026-02-11 13:32:09.503897
488,ACC_3,MSFT,93.77,97,SELL,2026-02-12 12:33:09.503902
489,ACC_3,AAPL,117.12,84,BUY,2026-02-07 23:22:09.503906
490,ACC_0,AAPL,107.03,42,SELL,2026-02-12 16:48:09.503911
491,ACC_1,MSFT,91.83,1580,BUY,2026-02-12 03:17:09.503916
492,ACC_18,AAPL,97.18,19,SELL,2026-02-08 00:45:09.503920
493,ACC_7,AAPL,94.95,71,BUY,2026-02-11 02:52:09.503925
494,ACC_6,AMZN,96.85,37,SELL,2026-02-09 20:44:09.504134
495,ACC_3,AMZN,95.31,79,SELL,2026-02-12 15:21:09.504146
496,ACC_17,AMZN,111.48,57,SELL,2026-02-10 10:59:09.504154
497,ACC_16,TSLA,98.73,37,BUY,2026-02-13 10:20:09.504159
498,ACC_5,MSFT,99.07,1,SELL,2026-02-13 09:27:09.504165
499,ACC_6,AAPL,102.89,31,BUY,2026-02-08 20:15:09.504173
500,ACC_10,TSLA,98.94,66,SELL,2026-02-09 12:11:09.504177
501,ACC_6,TSLA,98.53,85,SELL,2026-02-10 06:36:09.504182
502,ACC_5,MSFT,105.67,91,SELL,2026-02-08 15:14:09.504187
503,ACC_12,AAPL,93.65,89,BUY,2026-02-07 21:14:09.504194
504,ACC_1,MSFT,101.31,84,SELL,2026-02-10 03:54:09.504198
505,ACC_8,MSFT,107.07,26,BUY,2026-02-08 18:31:09.504203
506,ACC_16,AMZN,97.62,19,BUY,2026-02-12 02:38:09.504207
507,ACC_9,AAPL,102.76,18,BUY,2026-02-11 14:50:09.504212
508,ACC_14,TSLA,107.31,18,SELL,2026-02-08 09:05:09.504217
509,ACC_18,MSFT,99.05,30,BUY,2026-02-12 05:08:09.504221
510,ACC_1,MSFT,105.87,90,SELL,2026-02-09 03:57:09.504227
511,ACC_14,MSFT,94.27,82,BUY,2026-02-12 11:41:09.504232
512,ACC_9,AAPL,97.49,7,SELL,2026-02-12 21:29:09.504236
513,ACC_0,TSLA,101.12,13,BUY,2026-02-13 06:35:09.504241
514,ACC_18,MSFT,112.23,90,BUY,2026-02-10 01:47:09.504245
515,ACC_5,MSFT,97.78,72,SELL,2026-02-10 03:56:09.504250
516,ACC_14,TSLA,103.33,96,SELL,2026-02-09 06:55:09.504255
517,ACC_11,TSLA,99.42,17,SELL,2026-02-10 08:33:09.504260
518,ACC_9,AMZN,101.26,64,SELL,2026-02-11 10:11:09.504264
519,ACC_3,AAPL,103.29,31,SELL,2026-02-10 10:27:09.504268
520,ACC_2,MSFT,105.65,47,SELL,2026-02-12 12:11:09.504276
521,ACC_17,TSLA,94.66,76,BUY,2026-02-08 09:44:09.504282
522,ACC_1,AAPL,94.8,76,SELL,2026-02-08 10:42:09.504287
523,ACC_6,TSLA,93.69,82,SELL,2026-02-14 11:33:09.504293
524,ACC_4,AAPL,89.52,33,BUY,2026-02-13 23:59:09.504298
525,ACC_5,TSLA,98.06,30,BUY,2026-02-12 03:15:09.504303
526,ACC_9,MSFT,103.03,72,BUY,2026-02-12 06:20:09.504307
527,ACC_1,TSLA,95.38,68,BUY,2026-02-10 02:50:09.504311
528,ACC_7,TSLA,99.46,43,SELL,2026-02-12 19:19:09.504316
529,ACC_1,AMZN,107.53,73,SELL,2026-02-12 17:40:09.504321
530,ACC_2,TSLA,90.6,65,BUY,2026-02-13 08:10:09.504328
531,ACC_5,TSLA,98.53,91,SELL,2026-02-14 14:19:09.504333
532,ACC_11,AMZN,101.79,45,SELL,2026-02-08 08:10:09.504338
533,ACC_18,AAPL,101.68,8,BUY,2026-02-13 12:43:09.504342
534,ACC_6,MSFT,98.15,100,BUY,2026-02-08 20:52:09.504347
535,ACC_11,TSLA,99.54,49,BUY,2026-02-12 11:40:09.504352
536,ACC_10,MSFT,99.54,48,BUY,2026-02-09 17:54:09.504357
537,ACC_6,AMZN,101.1,92,SELL,2026-02-13 02:38:09.504361
538,ACC_19,AMZN,100.55,54,SELL,2026-02-09 08:59:09.504366
539,ACC_3,MSFT,105.12,87,SELL,2026-02-09 22:24:09.504371
540,ACC_16,AAPL,100.36,100,SELL,2026-02-12 18:55:09.504375
541,ACC_0,AAPL,102.48,1598,SELL,2026-02-08 03:13:09.504380
542,ACC_9,AMZN,92.3,88,BUY,2026-02-13 14:13:09.504386
543,ACC_8,AMZN,95.94,37,BUY,2026-02-08 14:25:09.504391
544,ACC_13,AMZN,99.31,89,BUY,2026-02-14 10:54:09.504396
545,ACC_19,MSFT,107.39,98,SELL,2026-02-10 21:05:09.504401
546,ACC_15,AAPL,103.29,28,SELL,2026-02-09 01:54:09.504405
547,ACC_9,AMZN,92.05,38,SELL,2026-02-11 15:31:09.504410
548,ACC_2,MSFT,93.82,90,SELL,2026-02-09 09:49:09.504415
549,ACC_0,MSFT,97.49,51,SELL,2026-02-10 00:12:09.504419
550,ACC_15,TSLA,100.05,45,SELL,2026-02-14 08:05:09.504424
551,ACC_0,MSFT,104.48,34,BUY,2026-02-14 09:02:09.504428
552,ACC_8,AMZN,99.91,36,SELL,2026-02-12 00:31:09.504433
553,ACC_17,AAPL,106.56,70,SELL,2026-02-13 03:19:09.504437
554,ACC_2,AMZN,106.46,33,BUY,2026-02-10 19:42:09.504442
555,ACC_6,AMZN,113.97,86,BUY,2026-02-13 08:03:09.504447
556,ACC_4,TSLA,95.96,88,SELL,2026-02-08 22:08:09.504451
557,ACC_18,TSLA,98.99,79,BUY,2026-02-11 15:38:09.504456
558,ACC_3,TSLA,89.25,42,BUY,2026-02-14 09:33:09.504460
559,ACC_5,AMZN,108.4,97,SELL,2026-02-09 07:35:09.504465
560,ACC_12,AAPL,97.01,94,SELL,2026-02-14 10:27:09.504470
561,ACC_13,AAPL,99.58,93,SELL,2026-02-11 01:05:09.504474
562,ACC_11,AAPL,102.11,40,SELL,2026-02-10 21:29:09.504480
563,ACC_14,AAPL,92.28,38,BUY,2026-02-13 09:23:09.504486
564,ACC_14,MSFT,95.27,50,SELL,2026-02-13 20:14:09.504491
565,ACC_4,AMZN,91.19,70,SELL,2026-02-10 08:40:09.504496
566,ACC_9,MSFT,93.89,71,BUY,2026-02-10 06:25:09.504501
567,ACC_3,TSLA,108.83,92,SELL,2026-02-11 23:24:09.504505
568,ACC_4,MSFT,95.68,16,BUY,2026-02-14 03:48:09.504510
569,ACC_12,AAPL,96.69,98,SELL,2026-02-09 05:53:09.504514
570,ACC_6,TSLA,101.26,23,BUY,2026-02-12 04:56:09.504519
571,ACC_18,AAPL,99.6,99,BUY,2026-02-13 17:40:09.504524
572,ACC_4,MSFT,102.96,29,BUY,2026-02-13 04:22:09.504528
573,ACC_5,AMZN,102.28,100,SELL,2026-02-11 07:30:09.504534
574,ACC_5,AAPL,108.17,50,SELL,2026-02-13 23:35:09.504539
575,ACC_6,MSFT,106.65,54,BUY,2026-02-08 21:54:09.504544
576,ACC_9,AAPL,102.78,75,BUY,2026-02-13 02:41:09.504548
577,ACC_18,AAPL,100.04,55,SELL,2026-02-08 21:21:09.504553
578,ACC_7,AMZN,97.8,52,BUY,2026-02-09 02:10:09.504557
579,ACC_16,TSLA,90.35,51,SELL,2026-02-10 03:03:09.504562
580,ACC_9,AAPL,103.34,44,SELL,2026-02-09 06:08:09.504568
581,ACC_8,TSLA,99.76,59,BUY,2026-02-09 00:08:09.504573
582,ACC_19,AAPL,96.65,8,SELL,2026-02-12 09:20:09.504578
583,ACC_13,TSLA,96.7,27,SELL,2026-02-08 01:51:09.504582
584,ACC_2,AMZN,109.65,96,SELL,2026-02-14 08:02:09.504587
585,ACC_16,AMZN,89.2,14,SELL,2026-02-12 17:06:09.504591
586,ACC_3,AMZN,102.59,94,BUY,2026-02-08 09:45:09.504597
587,ACC_1,MSFT,93.38,98,SELL,2026-02-08 10:27:09.504602
588,ACC_8,AAPL,95.22,43,SELL,2026-02-13 20:55:09.504606
589,ACC_15,AAPL,105.63,42,SELL,2026-02-13 12:28:09.504611
590,ACC_9,TSLA,111.52,54,SELL,2026-02-10 08:58:09.504615
591,ACC_16,MSFT,98.02,77,SELL,2026-02-09 10:49:09.504620
592,ACC_10,TSLA,102.69,43,SELL,2026-02-11 19:26:09.504624
593,ACC_16,AMZN,104.74,23,BUY,2026-02-14 09:23:09.504648
594,ACC_6,AMZN,97.36,62,BUY,2026-02-11 18:38:09.504656
595,ACC_16,AAPL,93.2,100,SELL,2026-02-11 20:54:09.504664
596,ACC_19,TSLA,96.59,7,BUY,2026-02-12 18:24:09.504672
597,ACC_12,AMZN,99.02,50,SELL,2026-02-13 23:46:09.504679
598,ACC_9,AMZN,106.24,34,BUY,2026-02-14 02:44:09.504687
599,ACC_8,MSFT,103.97,92,SELL,2026-02-10 20:21:09.504694
600,ACC_7,TSLA,111.88,95,SELL,2026-02-13 21:47:09.504702
601,ACC_0,AAPL,93.1,9,SELL,2026-02-12 11:13:09.504711
602,ACC_14,MSFT,103.29,3,BUY,2026-02-08 23:51:09.504719
603,ACC_1,AMZN,100.64,88,BUY,2026-02-14 12:09:09.504728
604,ACC_17,TSLA,105.62,3,SELL,2026-02-10 02:55:09.504735
605,ACC_15,AAPL,104.85,42,BUY,2026-02-08 12:10:09.504742
606,ACC_4,MSFT,97.0,49,SELL,2026-02-08 19:38:09.504750
607,ACC_4,TSLA,93.29,62,BUY,2026-02-07 19:39:09.504757
608,ACC_7,AAPL,104.08,96,BUY,2026-02-12 22:28:09.504777
609,ACC_17,TSLA,105.22,30,BUY,2026-02-07 22:47:09.504784
610,ACC_14,TSLA,90.22,28,BUY,2026-02-12 13:58:09.504792
611,ACC_4,TSLA,99.95,24,SELL,2026-02-14 00:33:09.504800
612,ACC_16,TSLA,96.39,53,BUY,2026-02-14 03:45:09.504808
613,ACC_0,TSLA,104.73,56,SELL,2026-02-12 19:07:09.504816
614,ACC_7,TSLA,110.57,45,SELL,2026-02-13 20:59:09.504825
615,ACC_12,MSFT,105.4,39,BUY,2026-02-13 22:46:09.504832
616,ACC_18,AMZN,108.99,15,SELL,2026-02-12 22:23:09.504839
617,ACC_7,AMZN,102.57,25,BUY,2026-02-08 03:25:09.504847
618,ACC_18,TSLA,99.02,70,SELL,2026-02-09 05:47:09.504854
619,ACC_2,TSLA,95.44,39,SELL,2026-02-13 03:12:09.504861
620,ACC_2,AMZN,101.12,64,SELL,2026-02-09 20:46:09.504867
621,ACC_1,AMZN,98.13,44,SELL,2026-02-13 16:15:09.504872
622,ACC_14,AAPL,100.8,3,BUY,2026-02-08 07:08:09.504876
623,ACC_19,TSLA,98.69,18,BUY,2026-02-13 23:51:09.504881
624,ACC_6,MSFT,98.56,31,BUY,2026-02-11 16:31:09.504886
625,ACC_12,AMZN,95.88,55,SELL,2026-02-09 07:16:09.504890
626,ACC_7,TSLA,96.82,17,BUY,2026-02-07 17:46:09.504897
627,ACC_18,AAPL,86.42,59,BUY,2026-02-11 21:48:09.504902
628,ACC_9,AAPL,105.96,43,SELL,2026-02-13 07:28:09.504908
629,ACC_17,MSFT,95.3,91,SELL,2026-02-11 04:54:09.504913
630,ACC_10,MSFT,106.77,49,BUY,2026-02-13 05:22:09.504917
631,ACC_13,AMZN,92.22,97,BUY,2026-02-12 21:51:09.504922
632,ACC_0,AMZN,104.11,95,SELL,2026-02-09 12:23:09.504927
633,ACC_5,MSFT,105.24,36,BUY,2026-02-14 08:33:09.504932
634,ACC_17,AMZN,93.13,84,BUY,2026-02-12 21:54:09.504937
635,ACC_12,AMZN,102.09,28,SELL,2026-02-09 14:58:09.504942
636,ACC_18,AAPL,89.07,10,SELL,2026-02-10 01:39:09.504947
637,ACC_12,TSLA,96.67,43,SELL,2026-02-13 12:24:09.504953
638,ACC_17,TSLA,105.18,59,BUY,2026-02-13 23:20:09.504958
639,ACC_5,AAPL,97.47,10,SELL,2026-02-14 13:18:09.504963
640,ACC_7,AAPL,102.45,24,BUY,2026-02-11 19:08:09.504969
641,ACC_14,TSLA,97.9,16,SELL,2026-02-11 23:37:09.504973
642,ACC_7,MSFT,96.12,12,BUY,2026-02-14 03:14:09.504978
643,ACC_15,MSFT,104.98,88,SELL,2026-02-08 12:28:09.504982
644,ACC_2,AAPL,90.64,10,SELL,2026-02-08 18:47:09.504987
645,ACC_11,AMZN,106.15,84,SELL,2026-02-10 07:45:09.504992
646,ACC_14,MSFT,98.17,93,SELL,2026-02-10 21:46:09.504997
647,ACC_7,MSFT,105.6,41,SELL,2026-02-09 23:33:09.505001
648,ACC_5,TSLA,101.12,3,SELL,2026-02-09 14:45:09.505006
649,ACC_7,AMZN,93.04,93,BUY,2026-02-09 13:45:09.505011
650,ACC_10,MSFT,94.28,6,BUY,2026-02-10 20:41:09.505016
651,ACC_7,MSFT,97.95,72,SELL,2026-02-13 00:42:09.505020
652,ACC_3,MSFT,93.84,47,SELL,2026-02-12 17:42:09.505025
653,ACC_11,TSLA,101.42,48,SELL,2026-02-08 17:19:09.505029
654,ACC_17,MSFT,110.3,5,SELL,2026-02-08 14:53:09.505034
655,ACC_5,AAPL,94.05,75,SELL,2026-02-09 06:39:09.505039
656,ACC_6,AAPL,98.89,27,BUY,2026-02-12 05:17:09.505043
657,ACC_1,TSLA,97.2,65,BUY,2026-02-10 23:03:09.505048
658,ACC_7,AAPL,92.66,70,BUY,2026-02-13 07:51:09.505052
659,ACC_13,TSLA,88.3,43,BUY,2026-02-14 11:47:09.505060
660,ACC_17,MSFT,92.54,14,BUY,2026-02-10 18:22:09.505065
661,ACC_12,AAPL,85.44,1513,SELL,2026-02-10 16:43:09.505070
662,ACC_10,AAPL,96.31,39,SELL,2026-02-11 21:24:09.505075
663,ACC_19,MSFT,103.79,96,BUY,2026-02-08 19:12:09.505080
664,ACC_8,AMZN,92.6,60,SELL,2026-02-12 22:50:09.505085
665,ACC_5,TSLA,109.5,75,BUY,2026-02-09 05:41:09.505089
666,ACC_19,MSFT,99.82,37,SELL,2026-02-08 16:47:09.505094
667,ACC_0,TSLA,102.05,99,SELL,2026-02-10 15:08:09.505098
668,ACC_19,AAPL,94.7,8,BUY,2026-02-13 22:49:09.505103
669,ACC_5,MSFT,102.67,73,SELL,2026-02-12 13:06:09.505108
670,ACC_7,MSFT,103.05,88,BUY,2026-02-11 09:01:09.505112
671,ACC_7,MSFT,92.02,48,BUY,2026-02-09 11:21:09.505116
672,ACC_10,AAPL,92.85,57,BUY,2026-02-14 12:42:09.505121
673,ACC_16,TSLA,92.68,9,SELL,2026-02-14 10:20:09.505129
674,ACC_7,TSLA,105.92,79,BUY,2026-02-08 17:23:09.505134
675,ACC_18,AMZN,101.67,89,BUY,2026-02-11 18:03:09.505138
676,ACC_0,AMZN,101.43,80,BUY,2026-02-08 23:16:09.505143
677,ACC_6,AMZN,103.35,70,SELL,2026-02-11 13:33:09.505147
678,ACC_1,MSFT,101.87,96,BUY,2026-02-10 23:11:09.505152
679,ACC_15,AMZN,99.73,93,SELL,2026-02-13 17:10:09.505157
680,ACC_19,MSFT,111.11,79,BUY,2026-02-08 10:02:09.505162
681,ACC_1,AAPL,91.87,78,SELL,2026-02-08 01:23:09.505167
682,ACC_8,MSFT,106.55,21,BUY,2026-02-14 13:11:09.505171
683,ACC_4,MSFT,106.17,21,BUY,2026-02-11 17:19:09.505176
684,ACC_7,MSFT,101.31,9,BUY,2026-02-13 13:13:09.505181
685,ACC_8,AAPL,109.77,46,BUY,2026-02-11 08:42:09.505185
686,ACC_2,MSFT,103.52,47,SELL,2026-02-14 09:52:09.505190
687,ACC_7,AMZN,101.49,74,SELL,2026-02-13 00:06:09.505195
688,ACC_1,AMZN,98.87,32,BUY,2026-02-10 18:00:09.505199
689,ACC_9,AAPL,101.32,100,BUY,2026-02-08 23:55:09.505205
690,ACC_18,MSFT,89.65,71,BUY,2026-02-07 17:49:09.505211
691,ACC_11,AMZN,105.23,57,BUY,2026-02-10 12:05:09.505216
692,ACC_14,TSLA,97.46,21,SELL,2026-02-12 09:13:09.505220
693,ACC_11,MSFT,95.01,68,SELL,2026-02-10 22:37:09.505225
694,ACC_1,TSLA,105.73,15,BUY,2026-02-08 12:23:09.505230
695,ACC_3,AMZN,90.94,11,BUY,2026-02-11 03:23:09.505234
696,ACC_18,TSLA,109.29,4,BUY,2026-02-09 09:23:09.505239
697,ACC_4,AAPL,99.11,77,BUY,2026-02-08 19:28:09.505243
698,ACC_10,AMZN,105.8,18,BUY,2026-02-11 19:57:09.505249
699,ACC_0,TSLA,103.76,73,SELL,2026-02-09 23:00:09.505255
700,ACC_1,MSFT,95.7,25,BUY,2026-02-14 08:52:09.505260
701,ACC_2,TSLA,100.5,24,BUY,2026-02-10 01:41:09.505265
702,ACC_3,AAPL,101.95,51,BUY,2026-02-09 09:10:09.505269
703,ACC_14,AMZN,92.94,61,SELL,2026-02-12 13:52:09.505274
704,ACC_10,AAPL,101.64,4,SELL,2026-02-13 06:59:09.505279
705,ACC_9,AAPL,97.59,72,BUY,2026-02-08 11:39:09.505283
706,ACC_10,AMZN,99.01,91,SELL,2026-02-13 20:23:09.505288
707,ACC_0,AMZN,88.09,53,BUY,2026-02-09 12:29:09.505292
708,ACC_9,MSFT,93.1,72,BUY,2026-02-09 18:30:09.505296
709,ACC_5,TSLA,102.59,95,SELL,2026-02-11 15:34:09.505301
710,ACC_5,AMZN,100.85,64,SELL,2026-02-09 00:59:09.505305
711,ACC_17,AAPL,104.61,68,BUY,2026-02-12 10:32:09.505310
712,ACC_12,TSLA,84.06,7,BUY,2026-02-12 13:47:09.505314
713,ACC_11,MSFT,102.87,26,BUY,2026-02-09 01:57:09.505319
714,ACC_19,TSLA,92.55,28,SELL,2026-02-10 21:28:09.505323
